name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Maharashtra,21-11-2022,30.7,19.4,25,29.2,19.4,24.7,11.1,43.1,0,0,0,,0,,27.4,16,45.5,1011.3,13.7,3.1,221.2,19.2,8,10,2022-11-21T06:49:12,2022-11-21T17:59:36,0.97,Clear,Clear conditions throughout the day.,clear-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Maharashtra,22-11-2022,31,19.3,26.1,31.1,19.3,26.1,14,48.6,0,0,0,,0,,31.7,14.3,327.5,1010.9,19.2,3,207,17.9,8,10,2022-11-22T06:49:48,2022-11-22T17:59:32,0.99,Clear,Clear conditions throughout the day.,clear-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Maharashtra,23-11-2022,32,22.7,27.3,32.5,22.7,27.4,15.2,48.6,0,0,0,,0,,33.5,15.3,7.5,1011,22.3,3,209,17.9,8,10,2022-11-23T06:50:24,2022-11-23T17:59:29,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Maharashtra,24-11-2022,31.7,22.1,27.5,33,22.1,27.9,17.1,54.3,0,0,0,,0,,27.7,14.2,330.4,1010.7,11.1,2.6,216.1,18.7,8,10,2022-11-24T06:51:00,2022-11-24T17:59:27,0,Clear,Clear conditions throughout the day.,clear-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Maharashtra,25-11-2022,32,23.7,28,34.5,23.7,28.8,18.6,57.4,0,0,0,,0,,20.9,14.8,21.1,1011,24.3,2.6,192.1,16.6,7,10,2022-11-25T06:51:37,2022-11-25T17:59:26,0.02,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Maharashtra,26-11-2022,33,25.4,28.9,35,25.4,30.5,20.3,60.6,0,0,0,,0,,22,14.2,49.9,1010,39.1,2.3,208.3,17.9,8,10,2022-11-26T06:52:14,2022-11-26T17:59:27,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
Maharashtra,27-11-2022,31.4,24.8,28.3,34.7,24.8,29.9,20.7,64.2,0,0,0,,0,,28.4,16.7,268,1008.3,25.1,2.6,208.5,18,8,10,2022-11-27T06:52:51,2022-11-27T17:59:29,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
Maharashtra,28-11-2022,32.2,23.3,27.8,32.8,23.3,28.5,19.2,60.8,0,0,0,,0,,27.7,15.4,304.4,1009.3,2,3,212.7,18.4,8,10,2022-11-28T06:53:28,2022-11-28T17:59:33,0.13,Clear,Clear conditions throughout the day.,clear-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Maharashtra,29-11-2022,30.4,20.3,26.1,30.6,20.3,26.3,17.5,61,0,0,0,,0,,24.5,16,291.4,1010.5,14,2.7,214.1,18.5,8,10,2022-11-29T06:54:05,2022-11-29T17:59:37,0.19,Clear,Clear conditions throughout the day.,clear-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Maharashtra,30-11-2022,34,22,27.5,35.2,22,28.3,18.5,59.8,0,0,0,,0,,23.4,15.4,71,1010.9,11.7,2.5,210.5,18.1,8,10,2022-11-30T06:54:42,2022-11-30T17:59:43,0.24,Clear,Clear conditions throughout the day.,clear-day,"43058099999,VABB,VAJJ,43003099999,43057099999"
Maharashtra,01-12-2022,32,23.4,27.6,31.7,23.4,28.1,18.5,59.5,0,0,0,,0,,22.3,15.6,55.5,1011,71.6,2.6,201.5,17.3,7,10,2022-12-01T06:55:19,2022-12-01T17:59:51,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999"
Maharashtra,02-12-2022,31.4,22.9,27.2,31.1,22.9,27.3,16.6,53.7,0,0,0,,0,,25.2,23.8,341.6,1010.5,5.5,2.9,221.7,19.3,8,10,2022-12-02T06:55:57,2022-12-02T17:59:59,0.35,Clear,Clear conditions throughout the day.,clear-day,"VABB,VAJJ"
Maharashtra,03-12-2022,31.9,23.4,27.8,33.4,23.4,28.1,16.8,52,0,0,0,,0,,25.6,13.8,352.8,1010.4,26.8,2.8,209.3,18.1,8,10,2022-12-03T06:56:34,2022-12-03T18:00:09,0.4,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VABB,VAJJ"
Maharashtra,04-12-2022,31,24.9,28.2,34.9,24.9,29.6,20.1,62,0,0,0,,0,,28.8,28.4,340.5,1010.9,43.9,6.1,168.2,14.5,6,10,2022-12-04T06:57:11,2022-12-04T18:00:20,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ"
